,Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location,lat,long
78,140172,FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,Olympia Fields,IL,60461,COOK,50.9090909091,10.181818181799999,17.0,5.1,40.0,12.0,0.0000000000,0.0000000000,27.2818181818,"20201 S CRAWFORD AVENUE
Olympia Fields, IL 60461
(41.52247276300045, -87.71321975299969)",41.52247276300045,-87.71321975299969
79,140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,Belleville,IL,622265399,ST. CLAIR,55.4545454545,11.090909090899999,62.0,18.6,34.0,10.2,40.0000000000,8.0000000000,47.8909090909,"4500 MEMORIAL DRIVE
Belleville, IL 622265399
(38.55050366600045, -90.02144085599969)",38.55050366600045,-90.02144085599969
80,140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,New Lenox,IL,60451,WILL,39.0,7.8,40.0,12.0,62.0,18.6,0.0000000000,0.0000000000,38.4,"1900 SILVER CROSS BLVD
New Lenox, IL 60451
(41.544504867000455, -87.98612350099967)",41.544504867000455,-87.98612350099967
81,140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,Naperville,IL,60540,DU PAGE,40.9090909091,8.181818181799999,29.0,8.7,74.0,22.2,0.0000000000,0.0000000000,39.081818181799996,"801 SOUTH WASHINGTON
Naperville, IL 60540
(41.761007391000476, -88.14903360699964)",41.761007391000476,-88.14903360699964
82,140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,Rockford,IL,61108,WINNEBAGO,59.0909090909,11.8181818182,34.0,10.2,34.0,10.2,0.0000000000,0.0000000000,32.2181818182,"5666 EAST STATE STREET
Rockford, IL 61108
(42.265736785000456, -89.00723581799969)",42.265736785000456,-89.00723581799969
83,140252,NORTHWEST COMMUNITY HOSPITAL,800 W CENTRAL ROAD,Arlington Heights,IL,60005,COOK,62.7272727273,12.5454545455,45.0,13.5,20.0,6.0,0.0000000000,0.0000000000,32.0454545455,"800 W CENTRAL ROAD
Arlington Heights, IL 60005
(42.06659562800047, -87.99103489999965)",42.06659562800047,-87.99103489999965
84,150047,ST JOSEPH HOSPITAL,700 BROADWAY,Fort Wayne,IN,46802,ALLEN,59.0909090909,11.8181818182,30.0,9.0,20.0,6.0,0.0000000000,0.0000000000,26.818181818200003,"700 BROADWAY
Fort Wayne, IN 46802
(41.07829193800046, -85.14873489099966)",41.07829193800046,-85.14873489099966
85,150048,REID HOSPITAL & HEALTH CARE SERVICES,1100 REID PKWY,Richmond,IN,47374,WAYNE,69.0909090909,13.8181818182,44.0,13.2,56.0,16.8,0.0000000000,0.0000000000,43.818181818199996,"1100 REID PKWY
Richmond, IN 47374
(39.86284779500045, -84.88379073399966)",39.86284779500045,-84.88379073399966
86,150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,South Bend,IN,46601,ST. JOSEPH,71.8181818182,14.3636363636,35.0,10.5,18.0,5.4,10.0000000000,2.0000000000,32.2636363636,"615 N MICHIGAN ST
South Bend, IN 46601
(41.68404072700048, -86.25056750399966)",41.68404072700048,-86.25056750399966
87,150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,Connersville,IN,47331,FAYETTE,56.6666666667,11.333333333299999,62.0,18.6,15.0,4.5,20.0000000000,4.0000000000,38.4333333333,"1941 VIRGINIA AVE
Connersville, IN 47331
(39.656260950000444, -85.13198647499968)",39.656260950000444,-85.13198647499968
88,110109,EMANUEL COUNTY HOSPITAL AUTHORITY,117 KITE ROAD,Swainsboro,GA,30401,EMANUEL,,,64.0,24.0,60.0,22.5,50.0000000000,12.5000000000,59.0,"117 KITE ROAD
Swainsboro, GA 30401
(32.59308386100048, -82.34650335199967)",32.59308386100048,-82.34650335199967
89,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,Atlanta,GA,30312,FULTON,12.7272727273,2.5454545455,22.0,6.6,27.5,8.25,0.0000000000,0.0000000000,17.395454545499998,"303 PARKWAY DR NE
Atlanta, GA 30312
(33.76270799300045, -84.37416000699966)",33.76270799300045,-84.37416000699966
90,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",Valdosta,GA,31603,LOWNDES,42.7272727273,8.5454545455,43.0,12.9,20.0,6.0,30.0000000000,6.0000000000,33.4454545455,"2501 NORTH PATTERSON STREET, PO BOX 1727
Valdosta, GA 31603
(30.86105313000047, -83.28886503799964)",30.86105313000047,-83.28886503799964
91,110125,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,Dublin,GA,31021,LAURENS,91.0,18.2,47.0,14.1,52.0,15.6,40.0000000000,8.0000000000,55.9,"200 INDUSTRIAL BOULEVARD
Dublin, GA 31021
(32.53326843900044, -82.94933886999968)",32.53326843900044,-82.94933886999968
92,110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,Vidalia,GA,30474,TOOMBS,34.0,6.8,47.0,14.1,70.0,21.0,20.0000000000,4.0000000000,45.9,"ONE MEADOWS PARKWAY
Vidalia, GA 30474
(32.215823602000455, -82.41055606399965)",32.215823602000455,-82.41055606399965
93,110132,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,Bainbridge,GA,39819,DECATUR,65.55555555560001,13.1111111111,42.0,12.6,50.0,15.0,40.0000000000,8.0000000000,48.711111111099996,"1500 E SHOTWELL STREET
Bainbridge, GA 39819
(30.903816175000486, -84.55362139499965)",30.903816175000486,-84.55362139499965
94,110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,Saint Marys,GA,31558,CAMDEN,68.8888888889,13.777777777799999,46.0,13.8,45.0,13.5,10.0000000000,2.0000000000,43.077777777799994,"2000 DAN PROCTOR DRIVE
Saint Marys, GA 31558
(30.781650331000435, -81.61648752399964)",30.781650331000435,-81.61648752399964
95,110153,PERRY HOSPITAL,1120 MORNINGSIDE DR,Perry,GA,31069,HOUSTON,55.5555555556,11.1111111111,77.0,23.1,30.0,9.0,80.0000000000,16.0000000000,59.211111111099996,"1120 MORNINGSIDE DR
Perry, GA 31069
(32.46011006600048, -83.71119764699966)",32.46011006600048,-83.71119764699966
96,110201,COLISEUM NORTHSIDE HOSPITAL,400 CHARTER BOULEVARD,Macon,GA,31210,BIBB,55.5555555556,11.1111111111,41.0,12.3,75.0,22.5,0.0000000000,0.0000000000,45.9111111111,"400 CHARTER BOULEVARD
Macon, GA 31210
(32.87178476800045, -83.69584726299968)",32.87178476800045,-83.69584726299968
97,120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,Wahiawa,HI,96786,HONOLULU,53.75,10.75,27.0,8.1,35.0,10.5,60.0000000000,12.0000000000,41.35,"128 LEHUA STREET
Wahiawa, HI 96786
(21.498711272000435, -158.02731256099975)",21.498711272000435,-158.02731256099975
98,120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,Kamuela,HI,96743,HAWAII,42.222222222199996,12.063492063499998,47.0,20.1428571429,,,100.0000000000,28.5714285714,60.7777777778,"67 1125 MAMALAHOA HIGHWAY
Kamuela, HI 96743
(20.02232169700045, -155.73209806599974)",20.02232169700045,-155.73209806599974
99,130025,MADISON MEMORIAL HOSPITAL,255 N 3RD E,Rexburg,ID,83440,MADISON,81.1111111111,23.1746031746,24.0,10.285714285700001,,,40.0000000000,11.4285714286,44.888888888900006,"255 N 3RD E
Rexburg, ID 83440
(43.83170966500046, -111.77521829199969)",43.83170966500046,-111.77521829199969
100,140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,Alton,IL,62002,MADISON,54.4444444444,10.8888888889,48.0,14.4,82.0,24.6,60.0000000000,12.0000000000,61.888888888900006,"ONE MEMORIAL DRIVE
Alton, IL 62002
(38.91204627400049, -90.15736630499964)",38.91204627400049,-90.15736630499964
101,140040,GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,Galesburg,IL,61401,KNOX,53.3333333333,10.6666666667,57.0,17.1,33.3333333333,10.0,10.0000000000,2.0000000000,39.7666666667,"695 N KELLOGG ST
Galesburg, IL 61401
(40.955780183000456, -90.3661643969997)",40.955780183000456,-90.3661643969997
102,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,1 GOOD SAMARITAN WAY,Mount Vernon,IL,62864,JEFFERSON,45.4545454545,9.0909090909,64.0,19.2,36.0,10.8,10.0000000000,2.0000000000,41.0909090909,"1 GOOD SAMARITAN WAY
Mount Vernon, IL 62864
(38.29862811300046, -88.94147213799965)",38.29862811300046,-88.94147213799965
103,140077,TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,Centreville,IL,62207,ST. CLAIR,37.777777777800004,10.7936507937,30.0,12.857142857100001,,,50.0000000000,14.2857142857,37.9365079365,"5900 BOND AVENUE
Centreville, IL 62207
(38.57127815400048, -90.10769030099965)",38.57127815400048,-90.10769030099965
104,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,Chicago,IL,60625,COOK,65.45454545449999,13.090909090899999,26.0,7.8,78.0,23.4,10.0000000000,2.0000000000,46.2909090909,"5145 N CALIFORNIA AVE
Chicago, IL 60625
(41.974886548000484, -87.69887185099964)",41.974886548000484,-87.69887185099964
105,140130,LAKE FOREST HOSPITAL,660 N WESTMORELAND ROAD,Lake Forest,IL,60045,LAKE,51.0,10.2,16.0,4.8,40.0,12.0,30.0000000000,6.0000000000,33.0,"660 N WESTMORELAND ROAD
Lake Forest, IL 60045
(42.2508953950005, -87.86285058999965)",42.2508953950005,-87.86285058999965
106,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,Las Vegas,NV,89149,CLARK,54.0,10.8,15.0,4.5,24.0,7.2,0.0000000000,0.0000000000,22.5,"6900 N DURANGO DR
Las Vegas, NV 89149
(36.28602151700045, -115.2878007119997)",36.28602151700045,-115.2878007119997
107,10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,Atmore,AL,36502,ESCAMBIA,2.0,0.4,39.0,11.7,66.6666666667,20.0,50.0000000000,10.0000000000,42.1,"401 MEDICAL PARK DRIVE
Atmore, AL 36502
(31.01700038800044, -87.47965811999967)",31.01700038800044,-87.47965811999967
108,260065,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,Springfield,MO,65804-2203,GREENE,59.0909090909,11.8181818182,42.0,12.6,58.0,17.4,30.0000000000,6.0000000000,47.818181818199996,"1235 E CHEROKEE
Springfield, MO 65804-2203
(37.17830195200048, -93.27495925999966)",37.17830195200048,-93.27495925999966
109,260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,Kansas City,MO,64108,JACKSON,54.0,10.8,34.0,10.2,30.0,9.0,50.0000000000,10.0000000000,40.0,"2301 HOLMES STREET
Kansas City, MO 64108
(39.08505245800046, -94.57574686599969)",39.08505245800046,-94.57574686599969
110,100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,4201 BELFORT RD,Jacksonville,FL,32216,DUVAL,97.0,19.4,41.0,12.3,90.0,27.0,30.0000000000,6.0000000000,64.7,"4201 BELFORT RD
Jacksonville, FL 32216
(30.253705868000452, -81.58402895499967)",30.253705868000452,-81.58402895499967
111,330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,Utica,NY,13501,ONEIDA,35.4545454545,7.0909090909,37.0,11.1,44.0,13.2,10.0000000000,2.0000000000,33.3909090909,"2209 GENESEE STREET
Utica, NY 13501
(43.0833233670005, -75.26775700799965)",43.0833233670005,-75.26775700799965
112,340148,NOVANT HEALTH PARK HOSPITAL,1950 S HAWTHORNE RD,Winston-Salem,NC,27103,FORSYTH,86.6666666667,24.761904761900002,81.0,34.7142857143,,,50.0000000000,14.2857142857,73.7619047619,"1950 S HAWTHORNE RD
Winston-Salem, NC 27103
(36.078197763000446, -80.29569953099968)",36.078197763000446,-80.29569953099968
113,280060,ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR,7500 MERCY RD,Omaha,NE,68124,DOUGLAS,80.9090909091,16.1818181818,44.0,13.2,52.0,15.6,0.0000000000,0.0000000000,44.9818181818,"7500 MERCY RD
Omaha, NE 68124
(41.23787836000048, -96.03204009099966)",41.23787836000048,-96.03204009099966
114,150100,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,3700 WASHINGTON AVE,Evansville,IN,47750,VANDERBURGH,50.9090909091,10.181818181799999,44.0,13.2,30.0,9.0,0.0000000000,0.0000000000,32.3818181818,"3700 WASHINGTON AVE
Evansville, IN 47750
(37.96242905100047, -87.50418994999967)",37.96242905100047,-87.50418994999967
115,450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST INTERSTATE 635 SUITE 101,Irving,TX,75063,DALLAS,60.0,17.1428571429,97.0,41.5714285714,,,0.0000000000,0.0000000000,58.714285714300004,"400 WEST INTERSTATE 635 SUITE 101
Irving, TX 75063
(32.91309975700045, -96.95187573199968)",32.91309975700045,-96.95187573199968
116,520198,AURORA MEDICAL CTR OSHKOSH,855 N WESTHAVEN DRIVE,Oshkosh,WI,54904,WINNEBAGO,81.0,16.2,51.0,15.3,45.0,13.5,40.0000000000,8.0000000000,53.0,"855 N WESTHAVEN DRIVE
Oshkosh, WI 54904
(44.02637730700047, -88.59405060399968)",44.02637730700047,-88.59405060399968
117,50018,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,Los Angeles,CA,90012,LOS ANGELES,37.777777777800004,10.7936507937,34.0,14.5714285714,,,0.0000000000,0.0000000000,25.3650793651,"531 W COLLEGE ST
Los Angeles, CA 90012
(34.064686692000464, -118.23937062999971)",34.064686692000464,-118.23937062999971
118,50434,COLUSA REGIONAL MEDICAL CENTER,199 EAST WEBSTER ST,Colusa,CA,95932,COLUSA,12.5,3.5714285714,55.0,23.5714285714,,,50.0000000000,14.2857142857,41.4285714286,"199 EAST WEBSTER ST
Colusa, CA 95932
(39.207373833000474, -122.00036678399971)",39.207373833000474,-122.00036678399971
119,390220,JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,West Grove,PA,19390,CHESTER,60.0,12.0,19.0,5.7,43.3333333333,13.0,40.0000000000,8.0000000000,38.7,"1015 WEST BALTIMORE PIKE
West Grove, PA 19390
(39.822664086000486, -75.88887168699966)",39.822664086000486,-75.88887168699966
120,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,Las Vegas,NV,89109,CLARK,72.72727272729999,14.5454545455,11.0,3.3,60.0,18.0,0.0000000000,0.0000000000,35.845454545500004,"3186 S MARYLAND PKWY
Las Vegas, NV 89109
(36.13186068000044, -115.13686566999968)",36.13186068000044,-115.13686566999968
121,290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,Las Vegas,NV,89106,CLARK,27.2727272727,5.454545454500001,16.0,4.8,16.0,4.8,0.0000000000,0.0000000000,15.054545454500001,"620 SHADOW LANE
Las Vegas, NV 89106
(36.16380999700044, -115.1654629999997)",36.16380999700044,-115.1654629999997
122,450188,ETMC CLARKSVILLE,3000 W MAIN ST,Clarksville,TX,75426,RED RIVER,,,54.0,20.25,33.3333333333,12.5,0.0000000000,0.0000000000,32.75,"3000 W MAIN ST
Clarksville, TX 75426
(33.61278860300047, -95.09958577199967)",33.61278860300047,-95.09958577199967
123,450209,NORTHWEST TEXAS HOSPITAL,1501 COULTER ROAD,Amarillo,TX,79106,POTTER,41.8181818182,8.3636363636,36.0,10.8,52.0,15.6,0.0000000000,0.0000000000,34.7636363636,"1501 COULTER ROAD
Amarillo, TX 79106
(35.19961120000045, -101.92184580599968)",35.19961120000045,-101.92184580599968
124,450214,GULF COAST MEDICAL CENTER,10141 US 59 NORTH,Wharton,TX,77488,WHARTON,36.0,18.0,,,,,10.0000000000,5.0000000000,23.0,"10141 US 59 NORTH
Wharton, TX 77488
(29.330873212000483, -96.11852293399966)",29.330873212000483,-96.11852293399966
125,450222,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,Conroe,TX,77304,MONTGOMERY,86.36363636360001,17.2727272727,21.0,6.3,58.0,17.4,0.0000000000,0.0000000000,40.9727272727,"504 MEDICAL CENTER BLVD
Conroe, TX 77304
(30.284514481000485, -95.46626703199968)",30.284514481000485,-95.46626703199968
126,450231,BAPTIST ST ANTHONY'S HOSPITAL,1600 WALLACE BLVD,Amarillo,TX,79106,POTTER,23.6363636364,4.7272727273,42.0,12.6,26.0,7.8,0.0000000000,0.0000000000,25.1272727273,"1600 WALLACE BLVD
Amarillo, TX 79106
(35.19498757900044, -101.91922648799971)",35.19498757900044,-101.91922648799971
127,450373,EAST TEXAS MEDICAL CENTER MOUNT VERNON,500 S STATE HWY 37,Mount Vernon,TX,75457,FRANKLIN,,,99.0,37.125,70.0,26.25,0.0000000000,0.0000000000,63.375,"500 S STATE HWY 37
Mount Vernon, TX 75457
(33.15307794400047, -95.23666598499966)",33.15307794400047,-95.23666598499966
128,190261,OUACHITA COMMUNITY HOSPITAL,1275 GLENNWOOD DRIVE,West Monroe,LA,71291,OUACHITA,53.3333333333,21.3333333333,100.0,60.0,,,Not Available,Not Available,81.3333333333,"1275 GLENNWOOD DRIVE
West Monroe, LA 71291
(32.50152538000049, -92.14954750399966)",32.50152538000049,-92.14954750399966
129,280131,MIDWEST SURGICAL HOSPITAL LLC,7915 FARNAM DRIVE,Omaha,NE,68114,DOUGLAS,58.3333333333,16.6666666667,100.0,42.8571428571,,,70.0000000000,20.0000000000,79.5238095238,"7915 FARNAM DRIVE
Omaha, NE 68114
(41.25797300300047, -96.03650633499967)",41.25797300300047,-96.03650633499967
130,80004,BAYHEALTH - KENT GENERAL HOSPITAL,640 S STATE STREET,Dover,DE,19901,KENT,54.5454545455,10.909090909100001,26.0,7.8,10.0,3.0,0.0000000000,0.0000000000,21.7090909091,"640 S STATE STREET
Dover, DE 19901
(39.15123253700045, -75.52229680299968)",39.15123253700045,-75.52229680299968
131,80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",4755 OGLETOWN-STANTON ROAD,Newark,DE,19718,NEW CASTLE,70.0,14.0,36.0,10.8,68.0,20.4,0.0000000000,0.0000000000,45.2,"4755 OGLETOWN-STANTON ROAD
Newark, DE 19718
(39.690815418000454, -75.67167612399965)",39.690815418000454,-75.67167612399965
132,360348,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL AVENUE,Dublin,OH,43016,FRANKLIN,53.3333333333,10.6666666667,79.0,23.7,85.0,25.5,0.0000000000,0.0000000000,59.8666666667,"7500 HOSPITAL AVENUE
Dublin, OH 43016
(40.09991064500048, -83.16364922999963)",40.09991064500048,-83.16364922999963
133,40152,PHYSICIANS' SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,Fayetteville,AR,72703,WASHINGTON,28.0,8.0,100.0,42.8571428571,,,0.0000000000,0.0000000000,50.8571428571,"3873 NORTH PARKVIEW DRIVE
Fayetteville, AR 72703
(36.12128042700044, -94.13377448499966)",36.12128042700044,-94.13377448499966
134,140280,TRINITY ROCK ISLAND,2701 17TH ST,Rock Island,IL,61201,ROCK ISLAND,60.9090909091,12.1818181818,32.0,9.6,44.0,13.2,10.0000000000,2.0000000000,36.9818181818,"2701 17TH ST
Rock Island, IL 61201
(41.483400808000454, -90.57277428699967)",41.483400808000454,-90.57277428699967
135,150176,KENTUCKIANA MEDICAL CENTER LLC,4601 MEDICAL PLAZA WAY,Clarksville,IN,47129,CLARK,28.75,5.75,81.0,24.3,10.0,3.0,0.0000000000,0.0000000000,33.05,"4601 MEDICAL PLAZA WAY
Clarksville, IN 47129
(38.31097993800046, -85.76722923299968)",38.31097993800046,-85.76722923299968
136,310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,Trenton,NJ,08638,MERCER,57.7777777778,11.5555555556,27.0,8.1,5.0,1.5,0.0000000000,0.0000000000,21.1555555556,"750 BRUNSWICK AVE
Trenton, NJ 08638
(40.23612488100048, -74.75269049299965)",40.23612488100048,-74.75269049299965
137,370234,OKLAHOMA HEART HOSPITAL SOUTH,5200 EAST I-240 SERVICE ROAD,Oklahoma City,OK,73135,OKLAHOMA,71.0,14.2,94.0,28.2,48.0,14.4,40.0000000000,8.0000000000,64.8,"5200 EAST I-240 SERVICE ROAD
Oklahoma City, OK 73135
(35.39061735000047, -97.42904237199969)",35.39061735000047,-97.42904237199969
138,240214,MAPLE GROVE HOSPITAL,9875 HOSPITAL DRIVE,Maple Grove,MN,55369,HENNEPIN,87.77777777780001,17.555555555599998,45.0,13.5,60.0,18.0,70.0000000000,14.0000000000,63.0555555556,"9875 HOSPITAL DRIVE
Maple Grove, MN 55369
(45.13319123400049, -93.47945010499967)",45.13319123400049,-93.47945010499967
139,390323,ADVANCED SURGICAL HOSPITAL,100 TRICH DRIVE,Washington,PA,15301,WASHINGTON,93.3333333333,26.6666666667,100.0,42.8571428571,,,0.0000000000,0.0000000000,69.5238095238,"100 TRICH DRIVE
Washington, PA 15301
(40.155984833000446, -80.27951227499966)",40.155984833000446,-80.27951227499966
140,280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,Bellevue,NE,68123,SARPY,87.0,17.4,42.0,12.6,35.0,10.5,0.0000000000,0.0000000000,40.5,"2500 BELLEVUE MEDICAL CENTER DR
Bellevue, NE 68123
(41.13641248200048, -95.94598011599965)",41.13641248200048,-95.94598011599965
141,190250,LOUISIANA  HEART HOSPITAL,64030 HIGHWAY 434,Lacombe,LA,704453456,ST. TAMMANY,29.090909090900002,5.8181818182,70.0,21.0,63.3333333333,19.0,20.0000000000,4.0000000000,49.818181818199996,"64030 HIGHWAY 434
Lacombe, LA 704453456
(30.358139228000482, -89.91657957999968)",30.358139228000482,-89.91657957999968
142,170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",14800 WEST ST TERESA,Wichita,KS,67235-9602,SEDGWICK,63.3333333333,12.666666666700001,76.0,22.8,25.0,7.5,20.0000000000,4.0000000000,46.9666666667,"14800 WEST ST TERESA
Wichita, KS 67235-9602
(37.72441670100045, -97.51139248999965)",37.72441670100045,-97.51139248999965
143,310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,Manahawkin,NJ,08052,OCEAN,23.3333333333,4.6666666667,25.0,7.5,6.0,1.8,0.0000000000,0.0000000000,13.9666666667,"1140 RT 72 W
Manahawkin, NJ 08052
(39.71932773900045, -74.28540763099966)",39.71932773900045,-74.28540763099966
144,370235,ST JOHN BROKEN ARROW,1000 WEST BOISE CIRCLE,Broken Arrow,OK,74012,TULSA,70.0,20.0,79.0,33.8571428571,,,50.0000000000,14.2857142857,68.1428571429,"1000 WEST BOISE CIRCLE
Broken Arrow, OK 74012
(36.07687223600044, -95.80159817899965)",36.07687223600044,-95.80159817899965
145,220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,Norwood,MA,02062,NORFOLK,58.0,11.6,18.0,5.4,60.0,18.0,10.0000000000,2.0000000000,37.0,"800 WASHINGTON STREET
Norwood, MA 02062
(42.1901148340005, -71.20251367899965)",42.1901148340005,-71.20251367899965
146,520207,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,Grafton,WI,53024,OZAUKEE,77.27272727270001,15.4545454545,79.0,23.7,48.0,14.4,0.0000000000,0.0000000000,53.5545454545,"975 PORT WASHINGTON ROAD
Grafton, WI 53024
(43.3110035200005, -87.92504219499966)",43.3110035200005,-87.92504219499966
147,310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,Ridgewood,NJ,07450,BERGEN,71.8181818182,14.3636363636,62.0,18.6,42.0,12.6,0.0000000000,0.0000000000,45.5636363636,"223 N VAN DIEN AVENUE
Ridgewood, NJ 07450
(40.98300975400048, -74.10174690699967)",40.98300975400048,-74.10174690699967
148,310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,Camden,NJ,08103,CAMDEN,73.6363636364,14.7272727273,37.0,11.1,18.0,5.4,0.0000000000,0.0000000000,31.2272727273,"1 COOPER PLAZA
Camden, NJ 08103
(39.94084938900045, -75.11566790299963)",39.94084938900045,-75.11566790299963
149,310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,29 EAST 29TH ST,Bayonne,NJ,07002,HUDSON,77.7777777778,15.5555555556,23.0,6.9,42.0,12.6,0.0000000000,0.0000000000,35.0555555556,"29 EAST 29TH ST
Bayonne, NJ 07002
(40.66917658400047, -74.11554778599964)",40.66917658400047,-74.11554778599964
150,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,Englewood,NJ,07631,BERGEN,41.8181818182,8.3636363636,19.0,5.7,66.0,19.8,0.0000000000,0.0000000000,33.8636363636,"350 ENGLE ST
Englewood, NJ 07631
(40.904826710000464, -73.96704481599966)",40.904826710000464,-73.96704481599966
151,310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,Somers Point,NJ,08244,ATLANTIC,53.3333333333,10.6666666667,37.0,11.1,46.0,13.8,10.0000000000,2.0000000000,37.5666666667,"100 MEDICAL CENTER WAY
Somers Point, NJ 08244
(39.320046635000494, -74.59895744599964)",39.320046635000494,-74.59895744599964
152,310074,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,Jersey City,NJ,07302,HUDSON,90.9090909091,18.1818181818,24.0,7.2,60.0,18.0,0.0000000000,0.0000000000,43.3818181818,"355 GRAND STREET
Jersey City, NJ 07302
(40.71673355900049, -74.05067432099963)",40.71673355900049,-74.05067432099963
